CustomerID,Age,TenureMonths,MonthlyCharge,SupportCalls,ContractType,HasInternetService,SatisfactionScore,Churn
CUST1920,64,43,96.19,2,One Year,1,6.3,0
CUST1921,40,30,103.36,0,One Year,1,5.4,0
CUST1922,33,17,64.04,0,Two Year,1,4.8,0
CUST1923,48,26,50.23,1,Month-to-Month,1,7.8,0
CUST1924,28,8,45.93,2,Month-to-Month,1,4.3,0
CUST1925,33,47,39.46,0,One Year,0,9.7,0
CUST1926,25,46,25.76,1,Two Year,1,9.9,0
CUST1927,21,68,54.24,4,Two Year,1,6.5,0
CUST1928,57,33,47.02,3,Month-to-Month,1,6.0,1
CUST1929,21,1,116.64,4,Month-to-Month,1,8.1,0
CUST1930,42,19,75.77,2,Two Year,1,8.2,0
CUST1931,20,31,54.73,2,Month-to-Month,1,4.4,0
CUST1932,49,14,78.05,2,One Year,1,4.9,0
CUST1933,20,53,33.92,1,Month-to-Month,1,3.4,0
CUST1934,44,48,64.4,1,Month-to-Month,1,6.8,0
CUST1935,46,69,82.62,1,Month-to-Month,1,7.3,0
CUST1936,49,62,68.89,1,Month-to-Month,1,3.3,1
CUST1937,67,66,60.18,3,One Year,1,5.1,0
CUST1938,68,64,119.38,2,Two Year,1,3.3,0
CUST1939,36,70,108.03,2,Month-to-Month,1,4.2,1
CUST1940,38,63,82.34,2,Two Year,1,7.1,0
CUST1941,22,33,76.94,0,Month-to-Month,1,4.5,0
CUST1942,35,41,82.07,1,One Year,1,5.4,0
CUST1943,45,48,40.13,4,Month-to-Month,1,2.7,0
CUST1944,59,13,59.51,2,Two Year,1,6.4,0
CUST1945,39,31,23.95,4,One Year,1,5.9,0
CUST1946,38,68,67.55,4,One Year,1,4.5,0
CUST1947,23,4,74.3,2,Two Year,0,5.6,0
CUST1948,18,19,42.77,1,One Year,1,6.4,0
CUST1949,22,70,116.4,3,Two Year,1,4.4,0
CUST1950,58,13,110.95,3,One Year,1,3.0,0
CUST1951,29,23,92.21,1,Two Year,1,9.6,1
CUST1952,43,1,73.34,1,One Year,1,4.7,0
CUST1953,63,54,107.0,4,Month-to-Month,0,5.8,1
CUST1954,51,71,33.07,1,One Year,1,8.0,0
CUST1955,66,15,99.05,4,Month-to-Month,1,10.0,0
CUST1956,31,65,32.48,0,One Year,1,3.5,1
CUST1957,43,71,99.42,3,Month-to-Month,0,6.9,1
CUST1958,62,15,47.58,3,One Year,1,4.6,1
CUST1959,44,21,107.71,3,Month-to-Month,1,4.9,0
CUST1960,26,19,114.4,2,Month-to-Month,1,4.6,1
CUST1961,43,60,34.88,1,Month-to-Month,1,3.7,1
CUST1962,64,33,66.27,0,Two Year,1,5.9,1
CUST1963,39,49,118.1,2,Month-to-Month,1,3.1,0
CUST1964,64,35,68.34,2,Month-to-Month,1,7.9,0
CUST1965,47,44,106.35,2,One Year,1,6.1,0
CUST1966,60,11,78.87,3,One Year,0,6.8,0
CUST1967,65,66,57.53,3,Month-to-Month,1,5.1,0
CUST1968,34,46,48.58,1,Month-to-Month,1,5.3,1
CUST1969,43,9,40.32,2,Month-to-Month,1,6.6,0
CUST1970,53,3,96.18,1,Two Year,1,3.7,0
CUST1971,18,26,58.65,2,Month-to-Month,0,5.3,1
CUST1972,25,48,71.13,0,Month-to-Month,0,4.3,0
CUST1973,66,66,69.23,1,Month-to-Month,1,4.2,0
CUST1974,52,70,77.73,1,Month-to-Month,1,1.8,0
CUST1975,69,28,106.56,2,One Year,1,8.7,0
CUST1976,32,26,118.07,1,Month-to-Month,1,4.6,1
CUST1977,64,25,60.76,1,Month-to-Month,1,8.3,1
CUST1978,39,12,102.75,2,Month-to-Month,0,8.1,0
CUST1979,31,5,96.45,4,Month-to-Month,0,3.4,0
CUST1980,43,48,77.35,0,Month-to-Month,1,3.8,0
CUST1981,45,37,115.6,1,Two Year,1,10.0,0
CUST1982,40,44,40.05,4,One Year,1,9.5,0
CUST1983,31,15,30.93,2,Two Year,1,5.9,0
CUST1984,41,43,105.4,1,Two Year,1,6.5,0
CUST1985,19,48,63.91,1,One Year,1,4.7,0
CUST1986,62,70,104.7,3,Month-to-Month,1,6.9,0
CUST1987,43,46,109.31,1,One Year,1,4.6,0
CUST1988,31,43,26.25,3,Two Year,0,1.9,0
CUST1989,68,21,108.35,3,One Year,0,3.4,0
CUST1990,24,23,64.83,2,One Year,1,6.0,1
CUST1991,20,47,71.04,2,Month-to-Month,1,3.7,1
CUST1992,64,15,82.66,4,Two Year,1,5.9,0
CUST1993,40,25,112.64,1,One Year,1,3.9,1
CUST1994,63,36,21.91,1,Two Year,1,4.4,0
CUST1995,60,51,67.68,2,Month-to-Month,0,7.7,0
CUST1996,64,15,88.77,1,Month-to-Month,1,6.5,0
CUST1997,62,68,92.27,3,Month-to-Month,1,6.0,1
CUST1998,35,21,89.25,3,One Year,1,7.8,0
CUST1999,55,13,33.44,4,Month-to-Month,1,7.0,1
